game_id,end,shot_num,method,seed,candidate_idx,cluster_id,is_representative,shot_type,label,e_score,e_sd,cluster_value,land_x,land_y
7977,6,14,RandomK,44,3,0,1,"Draw","Draw(CCW,S0)",,,,,
7977,6,14,RandomK,44,11,1,1,"Draw","Draw(CCW,L0)",,,,,
7977,6,14,RandomK,44,18,2,1,"Draw","Draw(CW,L4)",,,,,
7977,6,14,RandomK,44,29,3,1,"PreGuard","PreGuard(CCW,G4)",,,,,
7977,6,14,RandomK,44,32,4,1,"Hit","Hit(CW,1,TOUCH)",,,,,
7977,6,14,RandomK,44,33,5,1,"Hit","Hit(CCW,1,TOUCH)",,,,,
7977,6,14,RandomK,44,36,6,1,"Hit","Hit(CW,1,MIDDLE)",,,,,
7977,6,14,RandomK,44,37,7,1,"Hit","Hit(CCW,1,MIDDLE)",,,,,
7977,6,14,RandomK,44,41,8,1,"Freeze","Freeze(CCW,1)",,,,,
7977,6,14,RandomK,44,43,9,1,"Hit","Hit(CCW,3,TOUCH)",,,,,
7977,6,14,RandomK,44,46,10,1,"Hit","Hit(CW,3,MIDDLE)",,,,,
7977,6,14,RandomK,44,57,11,1,"Hit","Hit(CCW,5,MIDDLE)",,,,,
7977,6,14,RandomK,44,61,12,1,"Freeze","Freeze(CCW,5)",,,,,
7977,6,14,RandomK,44,68,13,1,"Hit","Hit(CW,7,STRONG)",,,,,
7977,6,14,RandomK,44,69,14,1,"Hit","Hit(CCW,7,STRONG)",,,,,
7977,6,14,RandomK,44,70,15,1,"Freeze","Freeze(CW,7)",,,,,
7977,6,14,RandomK,44,71,16,1,"Freeze","Freeze(CCW,7)",,,,,
7977,6,14,RandomK,44,77,17,1,"Hit","Hit(CCW,9,MIDDLE)",,,,,
7977,6,14,RandomK,44,84,18,1,"Hit","Hit(CW,11,WEAK)",,,,,
7977,6,14,RandomK,44,85,19,1,"Hit","Hit(CCW,11,WEAK)",,,,,
7977,6,14,RandomK,44,86,20,1,"Hit","Hit(CW,11,MIDDLE)",,,,,
7977,6,14,RandomK,44,104,21,1,"PostGuard","PostGuard(CW,0,1)",,,,,
7977,6,14,RandomK,44,108,22,1,"PostGuard","PostGuard(CW,2,0)",,,,,
7977,6,14,RandomK,44,112,23,1,"PostGuard","PostGuard(CW,2,2)",,,,,
7977,6,14,RandomK,44,113,24,1,"PostGuard","PostGuard(CCW,2,2)",,,,,
7977,6,14,RandomK,44,114,25,1,"PostGuard","PostGuard(CW,4,0)",,,,,
7977,6,14,RandomK,44,117,26,1,"PostGuard","PostGuard(CCW,4,1)",,,,,
7977,6,14,RandomK,44,118,27,1,"PostGuard","PostGuard(CW,4,2)",,,,,
